#Time E_0 E_1 E_2 E_3 E_4
111.0 -8.37880508 -8.34763331 -8.19138628 -8.00445223 -7.96188295
112.0 -8.38351503 -8.35464075 -8.19128237 -8.01178009 -7.96698968
113.0 -8.38869996 -8.36095000 -8.19105728 -8.01925618 -7.97179060
114.0 -8.39442029 -8.36650761 -8.19071619 -8.02684625 -7.97631511
115.0 -8.40065527 -8.37134141 -8.19026391 -8.03451847 -7.98059027
116.0 -8.40731418 -8.37554916 -8.18970493 -8.04224463 -7.98463962
117.0 -8.41427934 -8.37925556 -8.18904351 -8.05000044 -7.98848297
118.0 -8.42144278 -8.38257549 -8.18828367 -8.05776531 -7.99213657
119.0 -8.42872078 -8.38559940 -8.18742925 -8.06552189 -7.99561365
120.0 -8.43605362 -8.38839356 -8.18648394 -8.07325556 -7.99892491
121.0 -8.44340023 -8.39100534 -8.18545131 -8.08095396 -8.00207903
122.0 -8.45073279 -8.39346866 -8.18433484 -8.08860656 -8.00508310
123.0 -8.45803249 -8.39580812 -8.18313797 -8.09620426 -8.00794299
124.0 -8.46528661 -8.39804196 -8.18186415 -8.10373909 -8.01066360
125.0 -8.47248658 -8.40018402 -8.18051694 -8.11120389 -8.01324913
126.0 -8.47962661 -8.40224500 -8.17910016 -8.11859201 -8.01570327
127.0 -8.48670287 -8.40423339 -8.17761825 -8.12589679 -8.01802928
128.0 -8.49371286 -8.40615605 -8.17607695 -8.13311081 -8.02023017
129.0 -8.50065501 -8.40801858 -8.17448507 -8.14022402 -8.02230876
130.0 -8.50752837 -8.40982567 -8.17285977 -8.14721839 -8.02426773
131.0 -8.51433247 -8.41158125 -8.17124715 -8.15404729 -8.02610972
132.0 -8.52106713 -8.41328868 -8.16984999 -8.16050767 -8.02783735
133.0 -8.52773237 -8.41495083 -8.17036699 -8.16490085 -8.02945326
134.0 -8.53432834 -8.41657016 -8.17552191 -8.16450329 -8.03096021
135.0 -8.54085527 -8.41814883 -8.18179387 -8.16283631 -8.03236117
136.0 -8.54731341 -8.41968870 -8.18815332 -8.16093010 -8.03365955
137.0 -8.55370305 -8.42119137 -8.19446669 -8.15891898 -8.03485994
138.0 -8.56002443 -8.42265826 -8.20070014 -8.15683777 -8.03597083
139.0 -8.56627779 -8.42409059 -8.20684101 -8.15470021 -8.03702280
140.0 -8.57246334 -8.42548944 -8.21288339 -8.15251344 -8.03845374
141.0 -8.57858123 -8.42685572 -8.21882412 -8.15028199 -8.04195801
142.0 -8.58463160 -8.42819024 -8.22466134 -8.14800916 -8.04580428
143.0 -8.59061452 -8.42949369 -8.23039398 -8.14569763 -8.04961735
144.0 -8.59653004 -8.43076669 -8.23602141 -8.14334969 -8.05337229
145.0 -8.60237815 -8.43200973 -8.24154332 -8.14096742 -8.05706423
146.0 -8.60815882 -8.43322328 -8.24695967 -8.13855275 -8.06069191
147.0 -8.61387198 -8.43440772 -8.25227056 -8.13610749 -8.06425516
148.0 -8.61951753 -8.43556338 -8.25747629 -8.13363338 -8.06775420
149.0 -8.62509535 -8.43669055 -8.26257727 -8.13113209 -8.07118943
150.0 -8.63060530 -8.43778947 -8.26757401 -8.12860525 -8.07456134
151.0 -8.63604722 -8.43886036 -8.27246713 -8.12605447 -8.07787044
152.0 -8.64142093 -8.43990342 -8.27725735 -8.12348130 -8.08111727
153.0 -8.64672626 -8.44091882 -8.28194545 -8.12088730 -8.08430235
154.0 -8.65196303 -8.44190671 -8.28653229 -8.11827407 -8.08742616
155.0 -8.65713104 -8.44286724 -8.29101876 -8.11564326 -8.09048907
156.0 -8.66223012 -8.44380054 -8.29540583 -8.11299678 -8.09349121
157.0 -8.66726010 -8.44470675 -8.29969453 -8.11033728 -8.09643191
158.0 -8.67222081 -8.44558601 -8.30388589 -8.10767081 -8.09930710
159.0 -8.67711210 -8.44643844 -8.30798100 -8.10503825 -8.10207785
160.0 -8.68193383 -8.44726419 -8.31198099 -8.10503312 -8.10215256
161.0 -8.68668589 -8.44806340 -8.31588699 -8.10768810 -8.09950049
162.0 -8.69136819 -8.44883622 -8.31970016 -8.11033556 -8.09679115
163.0 -8.69598064 -8.44958283 -8.32342169 -8.11293490 -8.09406705
164.0 -8.70052320 -8.45030339 -8.32705277 -8.11548195 -8.09133419
165.0 -8.70499583 -8.45099808 -8.33059460 -8.11797605 -8.08859512
166.0 -8.70939854 -8.45166711 -8.33404839 -8.12041734 -8.08585153
167.0 -8.71373135 -8.45231068 -8.33741535 -8.12280621 -8.08310489
168.0 -8.71799431 -8.45292902 -8.34069670 -8.12514319 -8.08035651
169.0 -8.72218749 -8.45352237 -8.34389364 -8.12742883 -8.07760769
170.0 -8.72631100 -8.45409096 -8.34700739 -8.12966373 -8.07485968
171.0 -8.73036498 -8.45463508 -8.35003913 -8.13184851 -8.07211378
172.0 -8.73434958 -8.45515499 -8.35299006 -8.13398379 -8.06937127
173.0 -8.73826499 -8.45565098 -8.35586136 -8.13607018 -8.06663352
174.0 -8.74211142 -8.45612337 -8.35865419 -8.13810833 -8.06390197
175.0 -8.74588912 -8.45657245 -8.36136971 -8.14009885 -8.06117814
176.0 -8.74959833 -8.45699857 -8.36400906 -8.14204239 -8.05846375
177.0 -8.75323936 -8.45740207 -8.36657336 -8.14393956 -8.05576072
178.0 -8.75681251 -8.45778329 -8.36906372 -8.14579101 -8.05307131
179.0 -8.76031813 -8.45814260 -8.37148123 -8.14759736 -8.05039823
180.0 -8.76375657 -8.45848038 -8.37382694 -8.14935923 -8.04774485
181.0 -8.76712821 -8.45879700 -8.37610193 -8.15107725 -8.04511551
182.0 -8.77043345 -8.45909286 -8.37830721 -8.15275204 -8.04251600
183.0 -8.77367273 -8.45936837 -8.38044381 -8.15438421 -8.03995425
184.0 -8.77684647 -8.45962392 -8.38251270 -8.15597439 -8.03744143
185.0 -8.77995514 -8.45985994 -8.38451487 -8.15752318 -8.03499354
186.0 -8.78299922 -8.46007686 -8.38645126 -8.15903119 -8.03263342
187.0 -8.78597918 -8.46027510 -8.38832281 -8.16049902 -8.03039265
188.0 -8.78889555 -8.46045509 -8.39013042 -8.16192727 -8.02831070
189.0 -8.79174885 -8.46061728 -8.39187499 -8.16331653 -8.02642715
190.0 -8.79453961 -8.46076210 -8.39355739 -8.16466738 -8.02476552
191.0 -8.79726837 -8.46089001 -8.39517846 -8.16598042 -8.02331934
192.0 -8.79993570 -8.46100144 -8.39673906 -8.16725621 -8.02205546
193.0 -8.80254216 -8.46109686 -8.39823998 -8.16849533 -8.02093100
194.0 -8.80508835 -8.46117670 -8.39968204 -8.16969835 -8.01990741
195.0 -8.80757484 -8.46124140 -8.40106602 -8.17086582 -8.01895537
196.0 -8.81000224 -8.46129142 -8.40239269 -8.17199831 -8.01805420
197.0 -8.81237116 -8.46132719 -8.40366281 -8.17309635 -8.01718964
198.0 -8.81468221 -8.46134915 -8.40487712 -8.17416049 -8.01635185
199.0 -8.81693601 -8.46135772 -8.40603636 -8.17519128 -8.01553391
200.0 -8.81913319 -8.46135333 -8.40714125 -8.17618923 -8.01473085
