#Time E_0 E_1 E_2 E_3 E_4
173.0 -6.95472348 -6.59766314 -6.57228267 -6.30651280 -5.81210799
174.0 -6.95585602 -6.59888533 -6.57362320 -6.30939535 -5.80461545
175.0 -6.95700285 -6.60011761 -6.57497494 -6.31234037 -5.79709916
176.0 -6.95816242 -6.60135891 -6.57633677 -6.31534323 -5.78956187
177.0 -6.95933321 -6.60260818 -6.57770763 -6.31839940 -5.78200640
178.0 -6.96051371 -6.60386439 -6.57908647 -6.32150456 -5.77443567
179.0 -6.96170248 -6.60512651 -6.58047224 -6.32465452 -5.76685264
180.0 -6.96289809 -6.60639356 -6.58186395 -6.32784524 -5.75926039
181.0 -6.96409917 -6.60766459 -6.58326062 -6.33107285 -5.75166210
182.0 -6.96530438 -6.60893865 -6.58466129 -6.33433363 -5.74406105
183.0 -6.96651242 -6.61021485 -6.58606504 -6.33762402 -5.73646073
184.0 -6.96772203 -6.61149230 -6.58747099 -6.34094060 -5.72886479
185.0 -6.96893200 -6.61277017 -6.58887826 -6.34428012 -5.72127722
186.0 -6.97014115 -6.61404763 -6.59028603 -6.34763946 -5.71370239
187.0 -6.97134835 -6.61532389 -6.59169349 -6.35101564 -5.70614520
188.0 -6.97255250 -6.61659818 -6.59309986 -6.35440580 -5.69861132
189.0 -6.97375253 -6.61786976 -6.59450438 -6.35780722 -5.69110745
190.0 -6.97494741 -6.61913789 -6.59590631 -6.36121727 -5.68364174
191.0 -6.97613614 -6.62040187 -6.59730492 -6.36463341 -5.67622441
192.0 -6.97731773 -6.62166100 -6.59869952 -6.36805320 -5.66886865
193.0 -6.97849124 -6.62291460 -6.60008939 -6.37147430 -5.66159210
194.0 -6.97965573 -6.62416200 -6.60147386 -6.37489442 -5.65441911
195.0 -6.98081032 -6.62540255 -6.60285226 -6.37831137 -5.64738460
196.0 -6.98195412 -6.62663561 -6.60422393 -6.38172303 -5.64054060
197.0 -6.98308629 -6.62786055 -6.60558824 -6.38512734 -5.63396759
198.0 -6.98420602 -6.62907676 -6.60694455 -6.38852235 -5.62779409
199.0 -6.98531252 -6.63028367 -6.60829226 -6.39190616 -5.62222808
200.0 -6.98640502 -6.63148069 -6.60963078 -6.39527697 -5.61759466
