# Time Pop_0 Pop_1 Pop_2 Pop_3 Pop_4 Pop_5 Pop_6 Pop_7 Pop_8 Pop_9 Pop_10 Pop_11 Pop_12 Pop_13 Pop_14
67.0 0.782264 0.001331 0.024020 0.090028 0.004469 0.003814 0.018069 0.021844 0.001882 0.003098 0.033225 0.010830 0.000033 0.000378 0.004716
68.0 0.777384 0.001304 0.023892 0.093921 0.004601 0.003949 0.018552 0.022096 0.001916 0.003246 0.033581 0.010262 0.000034 0.000418 0.004843
69.0 0.772536 0.001277 0.023765 0.097829 0.004728 0.004082 0.019048 0.022337 0.001950 0.003393 0.033880 0.009707 0.000034 0.000464 0.004970
70.0 0.767725 0.001247 0.023634 0.101736 0.004849 0.004214 0.019557 0.022565 0.001986 0.003539 0.034139 0.009164 0.000034 0.000514 0.005097
71.0 0.762950 0.001216 0.023498 0.105627 0.004963 0.004345 0.020082 0.022781 0.002024 0.003682 0.034375 0.008631 0.000035 0.000566 0.005225
72.0 0.758198 0.001184 0.023354 0.109487 0.005073 0.004472 0.020621 0.022995 0.002063 0.003825 0.034612 0.008107 0.000035 0.000621 0.005354
73.0 0.753460 0.001149 0.023198 0.113300 0.005177 0.004594 0.021173 0.023215 0.002104 0.003966 0.034871 0.007594 0.000037 0.000676 0.005486
74.0 0.748726 0.001113 0.023031 0.117052 0.005275 0.004711 0.021736 0.023441 0.002145 0.004105 0.035178 0.007095 0.000038 0.000735 0.005619
75.0 0.743992 0.001076 0.022853 0.120726 0.005367 0.004820 0.022307 0.023671 0.002188 0.004239 0.035552 0.006613 0.000041 0.000798 0.005755
76.0 0.739255 0.001038 0.022668 0.124311 0.005452 0.004923 0.022885 0.023893 0.002234 0.004368 0.036016 0.006151 0.000044 0.000867 0.005895
77.0 0.734510 0.001000 0.022477 0.127796 0.005531 0.005020 0.023467 0.024102 0.002284 0.004490 0.036587 0.005708 0.000048 0.000941 0.006039
78.0 0.729754 0.000962 0.022285 0.131170 0.005604 0.005109 0.024055 0.024297 0.002341 0.004605 0.037281 0.005282 0.000052 0.001017 0.006188
79.0 0.724979 0.000925 0.022093 0.134426 0.005673 0.005191 0.024646 0.024481 0.002403 0.004712 0.038108 0.004872 0.000057 0.001093 0.006341
80.0 0.720181 0.000891 0.021902 0.137555 0.005736 0.005264 0.025241 0.024664 0.002470 0.004813 0.039078 0.004475 0.000064 0.001169 0.006499
81.0 0.715359 0.000861 0.021709 0.140552 0.005791 0.005327 0.025841 0.024851 0.002541 0.004905 0.040192 0.004093 0.000071 0.001247 0.006661
82.0 0.710521 0.000838 0.021514 0.143408 0.005837 0.005378 0.026447 0.025044 0.002615 0.004988 0.041447 0.003726 0.000079 0.001328 0.006829
83.0 0.705678 0.000823 0.021312 0.146118 0.005874 0.005419 0.027060 0.025238 0.002693 0.005062 0.042835 0.003378 0.000090 0.001415 0.007005
84.0 0.700849 0.000820 0.021103 0.148676 0.005905 0.005448 0.027684 0.025428 0.002777 0.005127 0.044340 0.003048 0.000102 0.001507 0.007186
85.0 0.696055 0.000831 0.020885 0.151080 0.005931 0.005468 0.028318 0.025612 0.002868 0.005183 0.045944 0.002736 0.000116 0.001600 0.007372
86.0 0.691316 0.000861 0.020660 0.153328 0.005956 0.005479 0.028961 0.025792 0.002967 0.005230 0.047622 0.002443 0.000133 0.001692 0.007560
87.0 0.686655 0.000912 0.020433 0.155418 0.005979 0.005480 0.029611 0.025974 0.003073 0.005266 0.049349 0.002167 0.000153 0.001782 0.007748
88.0 0.682093 0.000988 0.020206 0.157345 0.005998 0.005473 0.030264 0.026166 0.003183 0.005291 0.051097 0.001908 0.000176 0.001871 0.007940
89.0 0.677650 0.001095 0.019986 0.159107 0.006010 0.005455 0.030919 0.026373 0.003297 0.005306 0.052834 0.001668 0.000203 0.001962 0.008134
90.0 0.673345 0.001237 0.019776 0.160701 0.006016 0.005427 0.031579 0.026598 0.003414 0.005312 0.054531 0.001444 0.000232 0.002057 0.008332
91.0 0.669195 0.001418 0.019577 0.162125 0.006016 0.005388 0.032249 0.026840 0.003534 0.005310 0.056156 0.001238 0.000265 0.002156 0.008531
92.0 0.665216 0.001644 0.019392 0.163381 0.006015 0.005340 0.032935 0.027098 0.003660 0.005301 0.057684 0.001049 0.000301 0.002256 0.008728
93.0 0.661416 0.001921 0.019218 0.164474 0.006016 0.005284 0.033642 0.027372 0.003792 0.005286 0.059089 0.000876 0.000340 0.002355 0.008920
94.0 0.657804 0.002254 0.019057 0.165409 0.006019 0.005221 0.034373 0.027662 0.003930 0.005263 0.060351 0.000719 0.000382 0.002449 0.009109
95.0 0.654382 0.002648 0.018906 0.166189 0.006022 0.005154 0.035126 0.027973 0.004070 0.005230 0.061457 0.000580 0.000428 0.002541 0.009294
96.0 0.651152 0.003111 0.018766 0.166815 0.006024 0.005083 0.035897 0.028308 0.004211 0.005187 0.062400 0.000457 0.000478 0.002633 0.009477
97.0 0.648110 0.003646 0.018637 0.167288 0.006023 0.005005 0.036681 0.028672 0.004353 0.005136 0.063179 0.000351 0.000532 0.002727 0.009659
98.0 0.645241 0.004262 0.018519 0.167609 0.006019 0.004921 0.037473 0.029063 0.004497 0.005079 0.063803 0.000260 0.000592 0.002824 0.009838
99.0 0.642528 0.004965 0.018411 0.167782 0.006016 0.004830 0.038269 0.029477 0.004646 0.005019 0.064283 0.000183 0.000657 0.002920 0.010013
100.0 0.639940 0.005763 0.018313 0.167814 0.006016 0.004733 0.039067 0.029912 0.004803 0.004958 0.064642 0.000120 0.000726 0.003013 0.010181
