#Time E_0 E_1 E_2 E_3 E_4
180.0 -8.26051281 -8.02910304 -7.98182196 -7.84513635 -7.78395282
181.0 -8.26366174 -8.03176499 -7.98435163 -7.84755881 -7.78664644
182.0 -8.26677753 -8.03443812 -7.98688616 -7.84997958 -7.78934310
183.0 -8.26986095 -8.03712256 -7.98942563 -7.85239854 -7.79204270
184.0 -8.27291272 -8.03981838 -7.99197011 -7.85481554 -7.79474511
185.0 -8.27593360 -8.04252565 -7.99451968 -7.85723042 -7.79745018
186.0 -8.27892427 -8.04524440 -7.99707437 -7.85964301 -7.80015772
187.0 -8.28188545 -8.04797462 -7.99963424 -7.86205315 -7.80286752
188.0 -8.28481782 -8.05071629 -8.00219930 -7.86446064 -7.80557933
189.0 -8.28772203 -8.05346936 -8.00476957 -7.86686530 -7.80829289
190.0 -8.29059875 -8.05623372 -8.00734507 -7.86926694 -7.81100791
191.0 -8.29344861 -8.05900930 -8.00992578 -7.87166535 -7.81372405
192.0 -8.29627224 -8.06179594 -8.01251169 -7.87406034 -7.81644097
193.0 -8.29907024 -8.06459350 -8.01510277 -7.87645170 -7.81915829
194.0 -8.30184322 -8.06740181 -8.01769898 -7.87883923 -7.82187560
195.0 -8.30459175 -8.07022067 -8.02030027 -7.88122273 -7.82459246
196.0 -8.30731642 -8.07304986 -8.02290659 -7.88360202 -7.82730841
197.0 -8.31001778 -8.07588915 -8.02551785 -7.88597689 -7.83002295
198.0 -8.31269638 -8.07873828 -8.02813398 -7.88834716 -7.83273556
199.0 -8.31535275 -8.08159698 -8.03075489 -7.89071266 -7.83544568
200.0 -8.31798742 -8.08446497 -8.03338046 -7.89307323 -7.83815274
